BirthDate,MaritalStatus,YearlyIncome,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HomeOwner,CommuteDistance,NumberOfPurchases,ProfitGenerated
1965,FALSE,3,1,3,3,3,2,FALSE,0,2,10266.7759
1965,TRUE,2,1,0,0,4,3,TRUE,2,1,16744.2063
1964,TRUE,1,1,0,0,3,3,FALSE,0,1,8839.4726
1964,FALSE,1,1,4,4,3,2,TRUE,4,3,13309.6906
1964,FALSE,1,0,4,4,3,2,FALSE,4,3,8493.7891
1964,FALSE,1,0,4,4,3,2,TRUE,4,3,10291.4001
1964,FALSE,1,0,4,2,3,2,FALSE,0,3,4260.7837
1964,TRUE,1,1,4,2,3,2,TRUE,2,2,6902.5197
1964,FALSE,1,0,4,2,3,2,TRUE,2,2,6664.1353
1963,FALSE,2,0,4,2,3,3,TRUE,2,2,10658.9481
1968,FALSE,2,0,0,0,3,3,TRUE,2,1,18552.7396
1963,TRUE,2,1,4,2,3,3,TRUE,2,4,11197.8006
1962,TRUE,1,1,3,2,1,2,TRUE,2,2,5216.3457
1962,TRUE,2,0,1,0,2,2,TRUE,2,1,8192.0065
1962,TRUE,2,0,1,0,2,2,TRUE,0,1,6285.3066
1961,FALSE,1,0,4,2,1,2,TRUE,2,2,4649.6528
1961,TRUE,2,0,1,0,2,2,TRUE,2,1,8111.208
1961,TRUE,2,1,1,0,2,2,FALSE,0,1,6778.492
1960,TRUE,1,1,4,2,1,2,TRUE,2,2,4799.2551
1967,TRUE,2,1,0,0,4,3,FALSE,0,1,10662.2003
1967,FALSE,2,1,0,0,3,3,FALSE,2,1,20137.0679
1960,TRUE,2,0,1,0,2,2,TRUE,2,1,8121.4437
1959,TRUE,2,0,1,0,2,2,TRUE,0,1,6319.3429
1959,TRUE,2,0,5,5,4,3,TRUE,4,3,10667.9282
1958,TRUE,2,1,1,0,3,3,TRUE,2,1,15410.3248
1958,TRUE,2,1,1,0,3,3,TRUE,0,1,11826.2081
1958,FALSE,2,1,1,0,3,3,TRUE,2,1,19216.8282
1968,FALSE,2,1,2,2,3,3,FALSE,0,1,10273.2198
1968,FALSE,2,0,2,2,3,3,FALSE,0,1,7918.3233
1967,TRUE,2,1,5,5,3,3,TRUE,4,3,15927.8436
1969,FALSE,4,0,1,0,4,4,TRUE,2,1,26303.5608
1967,TRUE,3,0,5,5,4,4,TRUE,0,3,7836.032
1967,FALSE,3,0,5,5,4,4,TRUE,0,3,9842.1545
1966,TRUE,3,0,5,5,4,4,FALSE,0,3,6566.0418
1966,TRUE,3,0,5,5,4,4,TRUE,0,3,7785.1869
1966,TRUE,3,0,5,5,4,4,TRUE,0,3,7882.5619
1965,FALSE,2,1,0,0,3,3,FALSE,3,1,27874.0458
1965,FALSE,2,1,0,0,3,3,TRUE,3,1,33439.1881
1964,TRUE,2,0,3,3,3,3,TRUE,3,2,12729.5879
1964,TRUE,2,1,4,4,3,3,TRUE,3,2,15508.5015
1964,FALSE,2,0,4,4,3,3,TRUE,4,3,16571.7074
1968,FALSE,3,1,4,4,2,2,FALSE,0,3,7569.4983
1978,FALSE,1,0,0,0,2,2,TRUE,3,1,12742.1386
1946,FALSE,1,0,2,0,2,1,TRUE,3,2,7098.6108
1947,TRUE,0,0,4,0,1,2,FALSE,1,2,1132.1434
1978,FALSE,2,1,0,0,2,2,TRUE,3,2,23228.2525
1978,TRUE,2,0,0,0,2,2,FALSE,0,2,6600.1401
1977,FALSE,1,1,0,0,0,1,FALSE,1,2,5397.532
1977,FALSE,1,1,0,0,0,1,TRUE,3,2,10631.696
1977,TRUE,1,1,0,0,2,2,FALSE,1,2,6742.8801
1977,TRUE,2,1,0,0,2,2,TRUE,3,2,18552.2667
1977,FALSE,2,1,0,0,2,2,FALSE,1,2,11816.0348
1977,TRUE,3,1,3,0,3,4,TRUE,0,3,14931.3916
1976,FALSE,2,1,0,0,2,2,TRUE,3,2,23234.0991
1949,TRUE,0,1,2,1,0,1,TRUE,3,2,2270.3322
1949,TRUE,0,0,2,1,0,1,TRUE,3,2,1649.0393
1950,FALSE,1,0,3,0,2,1,FALSE,1,2,3482.5026
1980,TRUE,0,1,0,0,2,2,FALSE,1,2,2697.6373
1980,FALSE,2,0,0,0,2,2,TRUE,3,2,17852.1253
1952,TRUE,1,0,2,0,2,2,TRUE,3,2,7449.2657
1954,FALSE,3,1,2,0,2,2,FALSE,1,2,10544.388
1975,TRUE,2,1,0,0,2,2,TRUE,3,2,18589.8045
1974,FALSE,1,0,0,0,1,2,TRUE,3,2,11164.4152
1973,FALSE,2,1,0,0,2,3,TRUE,3,2,26707.6358
1973,FALSE,2,0,0,0,2,3,FALSE,0,2,9526.698
1973,FALSE,2,0,0,0,2,3,FALSE,0,2,9541.5611
1973,FALSE,2,0,0,0,2,3,TRUE,3,3,20611.3535
1955,TRUE,3,1,2,0,1,2,FALSE,1,2,7368.4795
1956,FALSE,2,1,2,0,1,2,FALSE,1,2,7534.2402
1956,FALSE,2,0,2,0,1,2,TRUE,3,3,11373.7113
1956,FALSE,2,1,2,0,1,2,TRUE,3,2,14787.8239
1958,FALSE,4,0,0,0,4,4,FALSE,0,2,21281.0332
1958,FALSE,4,1,0,0,4,4,FALSE,0,2,27597.8602
1973,FALSE,3,0,0,0,3,4,FALSE,2,1,22771.5922
1974,TRUE,2,0,0,0,2,3,FALSE,1,3,8444.0993
1974,FALSE,2,0,0,0,2,3,FALSE,1,2,10461.2365
1974,FALSE,2,1,0,0,2,3,FALSE,3,2,22341.6519
1974,FALSE,2,0,0,0,1,3,FALSE,1,2,9232.6238
1959,FALSE,4,0,1,3,3,4,FALSE,0,3,17779.3428
1959,TRUE,4,0,0,1,4,4,TRUE,0,3,18541.0497
1966,TRUE,4,1,0,2,4,4,TRUE,0,3,24125.47
1957,FALSE,2,0,2,0,1,3,FALSE,1,2,6624.9901
1957,TRUE,3,0,2,1,3,4,FALSE,0,1,9251.5162
1962,FALSE,2,0,1,0,2,2,TRUE,3,1,14168.8789
1962,FALSE,2,0,1,0,2,2,TRUE,3,1,14261.5203
1962,FALSE,2,0,1,0,2,2,TRUE,3,1,14184.1059
1966,FALSE,4,0,0,0,4,4,FALSE,1,3,23387.8581
1960,TRUE,2,0,1,0,2,2,TRUE,3,1,11348.1039
1965,FALSE,2,0,0,0,3,3,FALSE,0,1,11888.437
1965,FALSE,3,0,5,5,3,3,TRUE,1,4,10386.145
1964,FALSE,2,0,0,0,3,3,TRUE,3,1,25710.4875
1963,FALSE,2,0,0,0,3,3,TRUE,3,1,25779.638
1963,FALSE,2,1,0,0,3,3,FALSE,0,2,15469.8458
1962,TRUE,2,1,1,0,2,2,TRUE,0,1,8256.0601
1962,TRUE,2,1,5,4,2,2,TRUE,3,2,10024.1573
1961,TRUE,2,0,5,4,2,2,TRUE,0,2,4233.1131
1957,FALSE,3,0,1,0,2,2,TRUE,3,1,17389.9421
1960,TRUE,2,0,3,2,2,2,FALSE,0,2,4171.6975
1949,TRUE,0,1,2,1,1,2,TRUE,3,2,3056.4994
1980,TRUE,1,1,0,0,1,2,TRUE,3,2,11602.7674
1980,FALSE,1,0,0,0,1,2,FALSE,0,2,5075.0629
1979,TRUE,1,0,0,0,1,2,TRUE,3,2,8914.9
1980,FALSE,1,1,0,0,1,2,TRUE,3,2,14446.6545
1978,FALSE,1,1,0,0,0,1,FALSE,3,3,8893.0789
1978,FALSE,1,1,0,0,1,2,TRUE,3,2,14475.6529
1978,TRUE,1,0,0,0,1,2,TRUE,3,2,8899.6726
1977,FALSE,1,0,0,0,0,1,FALSE,3,2,6814.4592
1977,FALSE,1,0,0,0,1,2,TRUE,3,2,11090.1246
1979,FALSE,1,1,0,0,0,1,FALSE,3,2,8824.0885
1979,FALSE,1,1,0,0,0,1,FALSE,3,2,8881.8297
1979,FALSE,1,0,0,0,1,2,FALSE,0,2,5156.8459
1941,TRUE,1,1,2,0,3,4,TRUE,3,2,16586.0472
1941,TRUE,1,1,2,0,3,4,FALSE,0,2,7788.8761
1941,TRUE,1,0,2,0,3,4,TRUE,0,2,7096.4019
1943,FALSE,1,1,2,0,3,4,TRUE,3,3,20820.6399
1943,TRUE,2,1,2,0,4,4,TRUE,1,1,12343.1708
1975,TRUE,1,1,0,0,1,2,TRUE,3,2,11572.2093
1975,TRUE,1,1,0,0,1,2,TRUE,3,2,11640.413
1974,TRUE,1,1,0,0,2,2,TRUE,3,1,13179.8066
1974,FALSE,1,0,0,0,2,2,TRUE,3,1,12664.3721
1974,FALSE,1,0,0,0,2,2,FALSE,1,1,6454.0225
1974,FALSE,1,0,0,0,2,2,FALSE,1,1,6536.1228
1972,FALSE,2,0,0,0,2,2,TRUE,3,2,17829.1549
1968,FALSE,3,0,0,0,3,4,TRUE,1,1,23193.9698
1967,FALSE,4,1,0,0,3,4,FALSE,1,3,35026.5153
1967,FALSE,4,1,0,0,4,4,TRUE,0,2,33116.4854
1968,TRUE,3,1,4,4,3,4,TRUE,0,1,12634.1062
1968,TRUE,3,0,4,4,3,4,FALSE,0,1,8112.7262
1942,TRUE,4,1,2,2,4,4,TRUE,3,3,31604.0217
1943,TRUE,4,0,2,2,4,4,TRUE,3,3,24297.9707
1943,TRUE,4,0,2,2,3,4,TRUE,0,4,15536.7209
1943,TRUE,4,1,2,2,3,4,TRUE,0,4,20207.6354
1943,TRUE,4,1,1,1,3,4,TRUE,0,4,22147.9272
1944,TRUE,2,1,4,0,3,4,TRUE,4,2,22671.5111
1944,TRUE,2,1,4,0,3,4,TRUE,4,2,22695.4578
1944,FALSE,2,1,4,0,3,4,TRUE,4,2,28343.9038
1944,TRUE,2,1,4,0,3,4,TRUE,4,2,22676.6764
1944,TRUE,2,1,4,0,3,4,TRUE,4,2,22715.1623
1944,TRUE,2,1,4,0,3,4,FALSE,1,2,10402.0534
1944,TRUE,2,1,4,0,3,4,TRUE,4,2,22678.3767
1944,TRUE,2,1,4,0,3,4,TRUE,1,2,12549.5028
1944,TRUE,2,1,4,0,3,4,TRUE,1,3,12539.9916
1944,FALSE,2,0,4,0,3,4,TRUE,4,2,21801.5489
1944,FALSE,2,1,4,0,3,4,TRUE,4,3,28417.6824
1944,TRUE,2,0,5,0,3,4,TRUE,4,3,16228.0301
1946,FALSE,2,0,4,0,3,4,TRUE,4,3,21803.958
1946,FALSE,2,0,5,0,3,4,TRUE,4,3,20199.8403
1946,TRUE,2,0,5,0,3,4,TRUE,4,2,16223.5388
1946,TRUE,2,0,4,1,3,4,TRUE,4,1,15823.4578
1947,TRUE,2,1,5,0,3,4,FALSE,2,3,11445.6422
1947,FALSE,2,1,4,1,3,4,TRUE,4,1,25848.045
1947,FALSE,2,0,4,1,3,4,TRUE,4,1,19768.0039
1948,TRUE,1,1,2,1,1,3,TRUE,2,2,6391.71
1948,TRUE,2,1,2,1,2,3,TRUE,2,2,10294.9792
1949,FALSE,2,0,2,1,2,3,TRUE,4,2,15128.9587
1949,FALSE,2,0,2,1,2,3,FALSE,2,2,8270.3592
1949,TRUE,2,1,4,1,2,3,TRUE,1,2,7586.7443
1949,TRUE,2,0,4,1,2,3,TRUE,4,3,10570.2952
1949,FALSE,2,0,5,1,2,3,TRUE,4,2,12279.3735
1950,TRUE,1,1,2,1,0,2,TRUE,2,2,5211.2453
1950,TRUE,1,1,2,1,0,2,TRUE,2,2,5315.5919
1950,FALSE,2,0,2,1,2,3,TRUE,4,2,15107.3588
1950,TRUE,2,0,2,1,2,3,TRUE,2,1,7823.9894
1950,TRUE,2,0,4,2,2,3,TRUE,1,1,5808.6654
1951,TRUE,2,1,2,1,1,3,TRUE,4,2,13781.0018
1951,TRUE,2,1,2,1,1,3,TRUE,4,2,13748.1867
1951,FALSE,2,0,2,1,1,3,TRUE,2,2,8657.099
1951,TRUE,2,1,2,1,2,3,TRUE,2,1,10235.8807
1951,TRUE,2,0,2,1,2,3,TRUE,4,1,12052.5985
1951,TRUE,2,1,2,1,2,3,FALSE,2,1,8527.0622
1952,FALSE,2,1,3,1,1,3,TRUE,4,2,16122.7218
1952,TRUE,2,0,4,2,2,3,TRUE,4,2,10620.671
1957,FALSE,4,0,2,3,2,3,TRUE,3,3,23294.146
1957,TRUE,4,0,2,2,2,3,TRUE,0,2,10358.1647
1956,TRUE,3,0,2,3,2,3,TRUE,2,4,9649.3831
1956,TRUE,4,0,3,3,1,3,TRUE,3,4,15313.3865
1956,TRUE,4,0,3,3,1,3,TRUE,3,5,15258.8836
1956,FALSE,4,0,3,3,1,3,TRUE,3,4,19129.4932
1955,TRUE,3,1,2,1,1,3,FALSE,2,2,9131.0355
1955,TRUE,4,0,3,4,2,3,TRUE,3,4,17508.5293
1955,TRUE,4,0,3,3,2,3,TRUE,3,3,17479.2826
1955,TRUE,4,1,3,3,1,3,TRUE,0,4,11089.7827
1933,TRUE,2,1,4,0,4,4,TRUE,0,2,9852.4144
1965,FALSE,3,1,4,4,2,3,FALSE,0,3,8786.0001
1965,FALSE,3,0,4,4,2,3,TRUE,2,3,10552.8368
1965,FALSE,3,0,4,1,3,4,TRUE,2,4,15885.1141
1965,TRUE,3,1,4,1,3,4,TRUE,2,4,16551.2435
1965,TRUE,3,0,4,1,2,3,TRUE,0,4,6472.0971
1965,TRUE,3,1,4,1,2,3,TRUE,2,4,10986.4361
1965,FALSE,4,1,3,2,3,4,FALSE,1,4,21631.8177
1964,TRUE,3,0,5,2,2,3,TRUE,2,1,7851.5394
1964,TRUE,4,1,2,2,4,4,TRUE,1,2,19265.1457
1964,TRUE,4,1,2,2,3,4,TRUE,1,3,22256.3625
1964,TRUE,4,1,2,2,3,4,TRUE,0,3,20283.4988
1934,TRUE,2,0,4,0,4,4,TRUE,3,2,13660.856
1963,TRUE,3,0,4,3,2,3,TRUE,2,2,8456.1959
1963,FALSE,3,0,0,0,2,3,TRUE,3,1,25283.6195
1963,TRUE,3,0,5,2,2,3,TRUE,2,1,7906.7828
1963,FALSE,4,1,4,3,2,3,TRUE,3,3,26593.8158
1963,FALSE,4,1,2,1,3,4,FALSE,0,2,21091.5821
1963,TRUE,4,1,3,1,3,4,TRUE,0,3,18941.0208
1962,TRUE,3,1,5,4,2,3,TRUE,0,2,7844.0209
1962,TRUE,3,1,5,4,2,3,TRUE,3,2,14151.4465
1962,FALSE,3,1,1,1,2,3,TRUE,3,3,23766.6732
1961,TRUE,3,1,5,4,2,3,TRUE,3,3,14123.4177
1961,FALSE,4,0,1,1,1,3,TRUE,3,5,22334.4038
1961,TRUE,4,0,1,1,3,4,FALSE,2,2,18459.2804
1961,FALSE,4,0,1,1,3,4,FALSE,0,3,17777.0019
1961,FALSE,4,1,1,1,3,4,FALSE,0,3,22967.3525
1961,TRUE,4,1,1,1,3,4,TRUE,2,3,28742.5089
1961,TRUE,4,1,1,0,4,4,FALSE,2,4,22908.3649
1955,FALSE,2,1,2,0,1,3,FALSE,3,2,14151.9686
1955,FALSE,2,1,2,0,1,3,FALSE,3,2,14133.3272
1954,TRUE,3,1,2,0,0,2,TRUE,3,2,13811.6071
1936,TRUE,4,0,2,2,4,4,TRUE,0,3,13430.5659
1960,TRUE,2,0,5,4,1,3,TRUE,2,4,5647.2583
1960,TRUE,3,0,5,4,2,3,TRUE,3,3,10878.195
1960,TRUE,3,1,3,2,2,3,TRUE,1,4,9958.8037
1960,FALSE,3,1,0,2,2,3,FALSE,1,3,15206.1545
1960,TRUE,3,1,0,0,2,3,TRUE,1,3,16034.3148
1960,FALSE,4,0,3,3,2,3,TRUE,3,4,21846.4569
1960,TRUE,4,0,4,3,3,4,TRUE,2,3,17625.6288
1954,TRUE,2,0,2,0,0,2,TRUE,3,2,8683.1671
1953,FALSE,2,0,3,0,4,4,TRUE,3,2,18249.0862
1953,FALSE,2,0,3,0,4,4,TRUE,1,2,11154.6762
1953,TRUE,2,1,3,0,4,4,FALSE,1,3,9644.6322
1953,TRUE,2,1,3,0,4,4,TRUE,3,2,19014.2726
1952,FALSE,1,0,3,0,2,3,FALSE,1,3,5119.8035
1937,TRUE,2,1,4,0,4,4,TRUE,4,3,19697.3774
1938,TRUE,3,0,2,3,4,4,TRUE,1,3,10649.6452
1938,TRUE,3,1,2,2,4,4,TRUE,1,3,13845.517
1938,TRUE,4,1,2,2,4,4,TRUE,3,3,31500.349
1938,TRUE,4,1,2,2,4,4,TRUE,2,3,22763.4185
1938,FALSE,4,0,2,2,3,4,FALSE,0,5,16202.1834
1939,TRUE,3,0,5,0,3,4,TRUE,3,3,17835.8322
1940,FALSE,3,1,4,0,3,4,TRUE,3,3,31341.6769
1940,TRUE,4,0,2,2,3,4,TRUE,2,4,20248.9903
1940,TRUE,4,0,2,2,3,4,TRUE,0,5,15566.5828
1954,TRUE,0,1,2,0,2,0,TRUE,2,1,2591.2907
1980,FALSE,0,1,0,0,2,0,FALSE,2,1,3688.3729
1979,FALSE,0,1,0,0,2,0,FALSE,2,1,3660.5617
1980,FALSE,0,0,0,0,2,0,FALSE,2,1,2869.1183
1958,FALSE,0,1,2,0,2,0,TRUE,2,1,3200.27
1970,FALSE,0,0,0,0,2,0,TRUE,2,1,3436.0708
1952,FALSE,0,1,3,0,2,0,FALSE,0,2,1905.6373
1944,FALSE,3,1,5,0,2,3,FALSE,2,2,11754.4724
1944,TRUE,4,1,3,4,3,4,TRUE,0,3,18868.7156
1944,TRUE,4,0,3,3,3,4,TRUE,3,3,26184.6014
1944,TRUE,4,1,3,5,3,4,TRUE,0,5,18987.8167
1945,FALSE,2,1,3,1,0,2,TRUE,4,4,13380.4335
1945,TRUE,2,1,5,1,1,3,FALSE,2,2,6060.1046
1945,FALSE,3,0,5,0,2,3,FALSE,2,2,8963.1808
1945,TRUE,4,1,3,3,4,4,FALSE,3,4,24576.8197
1946,FALSE,3,0,5,0,2,3,TRUE,4,2,16665.9966
1946,FALSE,3,0,2,2,3,4,TRUE,4,4,27841.4122
1946,TRUE,3,1,2,2,3,4,FALSE,2,4,15710.5407
1946,TRUE,4,0,4,4,2,3,TRUE,0,4,9060.6255
1946,FALSE,4,1,4,4,2,3,FALSE,0,4,12350.06
1953,TRUE,3,1,4,2,2,3,TRUE,4,2,16975.9578
1954,TRUE,3,1,4,2,1,3,TRUE,2,1,9599.7377
1954,FALSE,4,1,3,3,2,3,FALSE,0,4,13180.5902
1954,FALSE,4,0,3,3,1,3,FALSE,0,4,8841.0745
1954,FALSE,4,1,4,4,1,3,FALSE,0,1,10710.593
1953,TRUE,3,1,3,5,3,4,TRUE,4,4,27196.2663
1953,FALSE,3,1,3,3,3,4,TRUE,4,4,33870.1412
1953,TRUE,4,0,4,4,2,3,TRUE,4,2,18141.8512
1953,TRUE,4,1,5,5,2,3,FALSE,4,3,18224.1651
1953,TRUE,4,1,2,2,3,4,TRUE,0,3,20192.7807
1952,TRUE,3,0,4,1,1,3,TRUE,4,2,11406.5993
1952,FALSE,4,0,4,4,2,3,TRUE,4,3,22725.3128
1951,TRUE,2,0,5,2,0,2,TRUE,2,3,4604.8186
1951,TRUE,3,0,4,1,1,3,TRUE,4,3,11295.5459
1951,TRUE,3,1,4,2,1,3,TRUE,4,2,14739.8639
1951,FALSE,3,1,4,1,1,3,TRUE,4,3,18513.2446
1951,TRUE,4,0,4,4,1,3,TRUE,4,3,15865.4439
1951,FALSE,4,1,0,0,2,4,FALSE,0,4,25451.1067
1950,FALSE,3,1,3,3,2,4,TRUE,4,4,27151.1261
1950,FALSE,4,1,4,4,1,4,FALSE,0,3,12869.7667
1950,FALSE,4,0,0,0,2,4,FALSE,0,4,19565.7996
1949,TRUE,3,1,3,3,2,4,TRUE,3,4,19581.4505
1948,FALSE,2,0,5,1,0,2,TRUE,4,4,8930.6761
1948,TRUE,3,1,4,1,1,4,TRUE,3,3,15914.2973
1948,TRUE,3,1,4,1,1,4,FALSE,3,3,13290.1727
1948,TRUE,4,1,5,5,1,4,TRUE,4,4,23078.706
1948,FALSE,4,1,3,3,1,4,FALSE,0,4,13883.853
1947,FALSE,4,1,5,5,4,3,FALSE,0,4,12355.3026
1975,FALSE,2,1,0,0,3,3,FALSE,3,2,27825.3286
1976,FALSE,2,0,0,0,3,3,FALSE,4,3,23811.7028
1976,FALSE,2,1,0,0,3,3,FALSE,4,3,30968.4066
1976,FALSE,2,0,0,0,3,3,TRUE,4,3,28533.6787
1976,TRUE,3,0,0,0,3,3,TRUE,4,2,28108.3776
1975,TRUE,2,0,0,0,3,3,TRUE,4,3,22863.0703
1974,TRUE,2,0,0,0,3,3,TRUE,4,4,22877.3538
1975,FALSE,3,0,0,0,3,3,FALSE,4,3,29266.6492
1975,FALSE,3,0,0,0,3,3,TRUE,4,3,35117.6648
1975,TRUE,3,0,0,0,3,3,FALSE,4,2,23327.2636
1974,TRUE,3,1,0,0,3,3,TRUE,4,2,36522.0666
1974,FALSE,3,0,0,0,3,3,TRUE,4,3,35148.6808
1973,TRUE,3,1,0,0,3,3,TRUE,4,3,36539.4947
1973,TRUE,3,1,0,0,1,4,FALSE,4,2,25547.2589
1973,TRUE,4,1,0,0,2,4,FALSE,4,3,40784.6632
1973,TRUE,4,1,0,1,2,4,FALSE,4,3,36996.0082
1973,FALSE,4,0,0,0,0,3,TRUE,4,4,32667.6566
1971,FALSE,3,0,0,0,3,3,FALSE,4,3,29290.7218
1971,FALSE,3,0,0,0,1,4,TRUE,4,3,29546.9404
1970,TRUE,3,0,0,0,0,3,TRUE,4,4,18704.2056
1970,TRUE,4,0,5,5,4,3,TRUE,0,4,9109.0063
1971,FALSE,4,1,0,0,2,4,TRUE,0,4,30576.7267
1971,TRUE,4,0,4,6,0,4,FALSE,4,5,15174.7978
1941,TRUE,4,0,2,3,3,4,TRUE,2,4,20198.1678
1942,TRUE,3,1,5,0,3,4,FALSE,1,2,11927.0869
1942,TRUE,3,0,5,0,3,4,TRUE,3,2,17935.9634
1973,FALSE,0,0,0,0,0,0,FALSE,0,3,1875.0075
1973,FALSE,0,1,0,0,0,0,FALSE,1,2,2562.6223
1963,FALSE,2,1,4,4,3,3,FALSE,0,4,8950.9923
1963,TRUE,2,1,3,2,3,3,TRUE,3,2,16565.2829
1963,FALSE,2,0,3,2,3,3,TRUE,3,2,15947.4766
1980,FALSE,0,0,0,0,0,0,FALSE,0,2,1826.2614
1980,FALSE,0,1,0,0,0,0,TRUE,1,2,3075.6466
1980,FALSE,0,0,0,0,0,0,FALSE,1,2,2048.1229
1980,FALSE,0,1,0,0,0,0,FALSE,1,2,2556.268
1979,FALSE,1,0,0,0,2,1,TRUE,2,1,7151.029
1972,FALSE,0,0,0,0,0,0,FALSE,1,2,2067.8431
1973,FALSE,1,1,0,0,1,0,FALSE,1,1,6752.7608
1973,TRUE,1,0,1,1,3,2,TRUE,0,1,5108.8742
1972,FALSE,1,1,0,0,1,0,FALSE,2,1,8006.3637
1972,FALSE,1,0,1,1,2,1,FALSE,0,1,3249.163
1971,FALSE,0,0,0,0,0,0,FALSE,0,2,1799.2909
1971,FALSE,0,0,0,0,0,0,FALSE,1,3,2024.3521
1971,FALSE,1,1,0,0,1,0,TRUE,2,1,9711.1653
1971,FALSE,1,0,2,2,2,1,TRUE,0,1,3632.6077
1971,FALSE,1,0,2,2,2,1,TRUE,1,1,3980.9015
1971,FALSE,1,1,2,2,2,1,TRUE,0,2,4669.9614
1971,FALSE,1,1,2,2,2,1,TRUE,1,2,5085.5575
1971,FALSE,1,0,2,2,2,1,TRUE,0,2,3617.6155
1970,FALSE,1,1,2,2,2,1,TRUE,1,2,5128.0311
1975,FALSE,1,1,3,3,2,1,TRUE,0,1,4351.2799
1953,FALSE,0,1,2,0,1,0,FALSE,1,2,2039.4863
1953,TRUE,1,0,1,0,3,2,TRUE,3,1,10212.8336
1954,FALSE,0,0,3,0,0,1,FALSE,1,2,1139.7912
1954,TRUE,1,1,1,0,1,1,TRUE,3,1,7123.827
1954,TRUE,1,0,1,0,2,1,TRUE,0,1,3461.1268
1955,TRUE,1,1,1,0,2,1,TRUE,1,1,4944.0703
1955,TRUE,1,1,1,0,2,1,TRUE,1,1,4957.1157
1955,TRUE,1,1,1,0,2,1,TRUE,1,1,4947.1925
1955,TRUE,1,1,1,0,2,1,TRUE,1,1,4981.6986
1955,TRUE,1,1,1,0,2,1,TRUE,1,1,5006.9797
1955,TRUE,1,0,1,0,2,1,TRUE,0,1,3542.6195
1956,TRUE,1,0,1,0,2,1,TRUE,0,1,3444.8076
1956,TRUE,1,1,1,0,2,1,TRUE,0,1,4533.0707
1957,TRUE,1,1,1,0,2,1,TRUE,1,1,4927.4689
1957,TRUE,1,0,1,0,2,1,TRUE,0,1,3410.4349
1957,TRUE,1,0,1,0,2,1,TRUE,1,1,3771.7452
1957,TRUE,1,1,1,0,2,1,TRUE,1,1,4908.0924
1967,TRUE,0,1,1,1,2,0,TRUE,2,1,2542.3135
1966,TRUE,0,0,1,1,1,0,TRUE,2,1,1788.0174
1966,TRUE,1,1,1,1,3,1,TRUE,2,1,6676.6367
1966,TRUE,1,1,1,1,3,2,TRUE,0,1,6717.1559
1966,TRUE,1,0,1,1,3,2,TRUE,0,3,5138.0063
1965,FALSE,0,1,4,3,0,0,TRUE,0,2,1726.5395
1965,TRUE,0,0,2,2,1,0,FALSE,0,1,942.3066
1964,FALSE,0,0,2,2,1,0,TRUE,0,2,1509.1093
1963,FALSE,0,1,3,3,1,0,TRUE,0,2,1755.6506
1964,TRUE,1,0,2,2,2,1,FALSE,0,2,2482.52
1964,FALSE,1,1,2,2,2,1,TRUE,0,2,4637.3068
1979,FALSE,1,0,3,3,2,1,TRUE,0,1,3316.0632
1979,FALSE,1,1,3,3,2,1,TRUE,0,1,4384.4541
1979,FALSE,1,1,3,3,2,1,TRUE,0,2,4422.6862
1979,FALSE,1,0,3,3,2,1,TRUE,0,3,3293.3419
1962,TRUE,1,1,1,0,3,2,TRUE,0,1,7349.613
1978,TRUE,1,0,3,3,2,1,FALSE,0,2,2228.96
1977,FALSE,1,0,0,0,2,1,FALSE,0,1,4545.0994
1977,FALSE,1,0,0,0,2,1,TRUE,2,1,7062.0718
1977,FALSE,1,1,0,0,2,1,FALSE,0,1,5941.5423
1976,FALSE,0,1,0,0,1,0,FALSE,2,1,3243.0683
1975,FALSE,0,0,0,0,0,0,FALSE,0,3,1847.4684
1972,FALSE,1,0,4,4,2,1,TRUE,0,2,3184.4076
1940,TRUE,4,1,1,1,4,4,TRUE,0,4,19189.6832
1954,TRUE,0,1,2,0,2,0,TRUE,0,1,1956.1816
1939,TRUE,0,1,2,0,3,1,TRUE,2,1,2723.2861
1940,TRUE,0,1,2,0,3,1,TRUE,2,1,2600.4962
1941,TRUE,0,0,2,0,2,0,TRUE,2,1,2046.4334
1980,FALSE,0,0,0,0,2,0,FALSE,2,1,2797.2945
1977,FALSE,0,0,0,0,1,0,FALSE,0,2,1920.4877
1959,TRUE,0,0,2,0,2,0,TRUE,0,1,1501.8511
1969,TRUE,0,1,0,0,2,0,FALSE,1,1,2490.4334
1952,TRUE,0,0,2,0,2,0,TRUE,0,1,1550.2033
1951,TRUE,0,0,2,0,2,0,TRUE,1,1,1653.3588
1944,FALSE,2,1,5,1,1,3,TRUE,4,2,14008.8451
1944,TRUE,3,0,5,0,3,4,TRUE,2,2,12958.9101
1945,TRUE,4,1,3,3,3,4,TRUE,3,4,34110.0589
1945,TRUE,4,1,4,4,3,4,TRUE,3,4,31867.3747
1946,FALSE,3,1,5,0,2,3,FALSE,2,2,11672.6687
1946,TRUE,3,0,2,4,3,4,TRUE,4,4,22356.6663
1946,TRUE,4,1,4,4,2,3,TRUE,3,4,21167.9429
1953,FALSE,3,1,4,2,2,3,TRUE,4,2,21100.0408
1954,TRUE,3,1,3,3,1,3,TRUE,4,3,15815.4369
1954,TRUE,3,1,3,5,1,3,TRUE,2,3,10320.0631
